ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0045860	GO:0045860	positive regulation of protein kinase activity	225	0.23265129206404	1.28103764192784	0.0613362541073384	0.3511469189642	0.312325711098717	3590	tags=28%, list=23%, signal=22%	BORA/KIT/RIPK3/PDGFD/CCR7/CAMKK1/CENPE/UNC119/EGF/ELANE/AZU1/ALS2/CEMIP/TOM1L1/ABL1/AGT/ACE/PTPRC/AXIN2/PSMD10/TAB1/FGFR1/MAP3K10/TAOK2/PKD2/SRCIN1/PILRB/PRKAG1/SASH1/TNFSF11/MST1R/ADAM9/TELO2/TNFSF15/ETAA1/SRC/RELN/IL23A/DVL2/CALM3/JTB/EPHA4/RALB/MRNIP/CARD10/NTF3/AXIN1/MMD/TAOK3/MAP2K5/PIK3R5/PDPK1/PINK1/CACUL1/CD86/TCIM/STRADB/RASGRP1/FGF18/SNX9/CD24/CAMK1/CHI3L1
GO:0150078	GO:0150078	positive regulation of neuroinflammatory response	10	-0.498237486104159	-1.55030519948431	0.0616910211429889	0.3520978872371	0.31317154464025	5490	tags=80%, list=36%, signal=51%	IL18/IL1B/TREM2/CCL3/STAP1/MMP8/PLCG2/IL6
GO:0035584	GO:0035584	calcium-mediated signaling using intracellular calcium source	16	-0.421782930474363	-1.52680658504281	0.0616465113174614	0.3520978872371	0.31317154464025	721	tags=31%, list=5%, signal=30%	FKBP1B/TRPM2/DEFB1/PTGFR/CCL20
GO:0043112	GO:0043112	receptor metabolic process	57	0.322568084584109	1.41928059696752	0.0615796519410977	0.3520978872371	0.31317154464025	6423	tags=65%, list=42%, signal=38%	PEX12/ALS2/ACHE/TRAT1/PCSK9/GRIA1/MYLIP/LGMN/PEX2/TBC1D16/PEX5/PEX10/BVES/CAPN1/MVB12A/PHETA2/LAMTOR1/BECN1/VAMP3/NSF/CTSD/INPP5F/KIF16B/RNF43/FUT8/USP9X/CAMLG/LAPTM5/APOE/CHMP5/PSEN1/ARFGEF2/PIK3R4/ZNRF3/RAB11B/TGFB1/MTMR2
GO:0051310	GO:0051310	metaphase chromosome alignment	81	0.293146540264447	1.37986252238606	0.0619469026548673	0.353198276949696	0.314150280266027	5361	tags=44%, list=35%, signal=29%	CENPE/TEX14/CENPQ/SPC24/KNSTRN/NUF2/NSL1/SPAG5/MIS12/CHMP1A/CHAMP1/CHMP7/SPDL1/EML3/CCNB1/KIF22/BECN1/BOD1/CHMP1B/DCTN2/PMF1/RMDN1/EML4/CHMP6/BUB3/APC/NUDC/CHMP2A/VPS4A/FAM83D/RACGAP1/NUMA1/TTL/CHMP5/CENPC/CHMP3
GO:1904037	GO:1904037	positive regulation of epithelial cell apoptotic process	29	-0.328410844416082	-1.47545081513916	0.0622931591397908	0.354090759414912	0.314944093925034	1493	tags=24%, list=10%, signal=22%	PLA2G1B/SAV1/CD160/HLA-G/RGCC/CCL2/IL6
GO:0048048	GO:0048048	embryonic eye morphogenesis	29	-0.327321898639111	-1.47055851038859	0.0622931591397908	0.354090759414912	0.314944093925034	4653	tags=52%, list=30%, signal=36%	BMP7/SIX3/FRS2/TFAP2A/FBN2/FOXF2/TBX2/IHH/SOX11/TWIST1/PAX6/FBN1/MFAP2/MFAP5/ALDH1A3
GO:0050435	GO:0050435	amyloid-beta metabolic process	42	-0.292244401095166	-1.43601405252842	0.0621939547342687	0.354090759414912	0.314944093925034	987	tags=17%, list=6%, signal=16%	ABCA2/CHRNA7/SPON1/IGF1/MGAT3/MME/HAP1
GO:0007007	GO:0007007	inner mitochondrial membrane organization	32	0.378362485090251	1.45297768326823	0.0625	0.354613971752486	0.315409462283869	5338	tags=56%, list=35%, signal=37%	APOOL/SAMM50/TIMM22/CHCHD3/TIMM29/MTX1/MTX2/TMEM11/MAIP1/OMA1/TRMT10B/IMMT/PINK1/UQCC3/GHITM/AGK/TIMM8A/MTX3
GO:0006997	GO:0006997	nucleus organization	112	0.270547547424899	1.35896773118557	0.062575210589651	0.354613971752486	0.315409462283869	6732	tags=57%, list=44%, signal=32%	WDR73/BIN1/NEK6/PYGO2/RRN3/PLK1/CHMP1A/TOR1AIP1/CHMP7/PML/SUV39H1/KDM3A/EMG1/NSFL1C/LMNB2/NUP133/TOR1A/CHMP1B/AHCTF1/ZMPSTE24/RNF8/WBP2NL/CTDNEP1/BROX/CHMP6/RTN4/WRAP53/SUMO1/TOR1B/TBPL1/SRPK2/CHMP2A/VPS4A/ACTR6/EMD/HABP4/GPER1/POLR1B/TARDBP/BAZ2A/RCC1/NOLC1/LEMD2/ANKLE2/NUMA1/NUP153/SELENOF/CHMP5/UBE2I/CHMP3/MFSD14A/NUP155/PHF8/USPL1/BEND3/SPAST/RRP8/CHMP4B/LPIN1/ZPR1/NUP54/DDX11/NUP107/KAT5
GO:0051656	GO:0051656	establishment of organelle localization	388	0.214575821436701	1.23820954019141	0.0625651720542232	0.354613971752486	0.315409462283869	5219	tags=37%, list=34%, signal=25%	OOEP/KIT/MYO1F/MAD2L1/RAB3A/ANKFN1/CENPE/TEX14/CENPQ/SPC24/BTK/DTNBP1/AP3M2/KNSTRN/MKKS/GAB2/CLN3/FMN2/BORCS6/FES/CEP120/NUF2/SNAPIN/NSL1/CEP19/COPG2/CDR2L/SPAG5/TERF1/MIS12/ADORA2B/CROCC/EXOC8/TANC2/MARK1/ENKD1/PLK1/VAMP7/CHMP1A/LLGL2/RAC2/CHAMP1/TRAPPC3/BLOC1S5/KXD1/CHMP7/C17orf75/SNAP29/BORCS8/SPDL1/TMED9/PEF1/FCER1A/EML3/SDAD1/CCNB1/KIF25/RHOT2/KIF22/LGALS9/STARD3/MYO6/IKBKG/SPRY1/BECN1/AP3M1/SPIRE2/NSFL1C/DOCK7/LMNB2/BOD1/EXOC3/TLE6/XPO1/KIF3A/PRKN/TOR1A/MAP2/CHMP1B/PLA2G3/DCTN2/F8A1/ACTR10/TRAK2/PMF1/PDPK1/PINK1/MISP/RMDN1/SNX4/RASGRP1/KLHL12/EXOC7/SDC1/TMED2/EML4/WDR11/CHMP6/KIF3B/SNAP23/STXBP2/BUB3/APC/COPS5/SPIRE1/NUDC/RAB7A/STXBP1/FNBP1L/ARMCX3/CHMP2A/VPS4A/SYNJ1/COPG1/EXOC1/SEC16A/FAM83D/STAM/TRAPPC8/RACGAP1/PEX14/ARL6/NUP88/TSG101/MLPH/EIF6/TMEM230/NUMA1/ARFGAP2/TRAPPC1/MAPK15/CDK5RAP2/MILR1/FYCO1/BLOC1S3/EXOC6B/MAP4/BBS5/FHOD1/TTL/SDCBP/LIMK2/ZBED3
GO:0043328	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	10	0.533909750729964	1.50577737497052	0.0630914826498423	0.355621893707226	0.316305952966956	5404	tags=80%, list=35%, signal=52%	VPS37C/VPS37D/MVB12A/VPS25/PTPN23/STAM/TSG101/SNF8
GO:1990253	GO:1990253	cellular response to leucine starvation	10	0.533893431003561	1.5057313486997	0.0630914826498423	0.355621893707226	0.316305952966956	6560	tags=90%, list=43%, signal=52%	SESN2/MTOR/RRAGD/RNF167/SESN1/SESN3/RRAGB/GCN1/EIF2AK4
GO:0002021	GO:0002021	response to dietary excess	27	-0.334938600518287	-1.46065436394746	0.0628808304524303	0.355621893707226	0.316305952966956	4113	tags=44%, list=27%, signal=33%	ADRB1/RASAL2/ADRB3/WNK4/PRLH/NMUR2/BMP8A/SLC12A3/UCP1/SCT/PPARGC1A/SGIP1
GO:2000404	GO:2000404	regulation of T cell migration	39	-0.283004494762891	-1.37413576255619	0.0629002282042756	0.355621893707226	0.316305952966956	228	tags=21%, list=1%, signal=20%	AIRE/OXSR1/RIPOR2/TNFSF14/CCL21/XCL2/CCL20/XCL1
GO:0045333	GO:0045333	cellular respiration	175	0.246376497054593	1.31796586848781	0.0631341600901917	0.355621893707226	0.316305952966956	4950	tags=37%, list=32%, signal=25%	ABCD1/TEFM/LYRM7/NFATC4/SLC25A14/SIRT3/MSH2/OPN3/IDH3G/IFNLR1/DLAT/CISD1/ATP7A/COQ10A/CCNB1/BNIP3/ISCU/GPD1/UQCRC2/DNAJC30/VPS54/COX10/SDHC/IL10RB/ACO1/NDUFS2/CS/SUCLG1/PINK1/UQCC2/TRAP1/FH/NDUFS8/PRDM16/PIK3CA/CYC1/COQ9/NUPR1/NIPSNAP2/IDH3B/UQCC3/NDUFAF1/C2orf69/SURF1/MDH2/ETFB/STOML2/GHITM/NDUFA10/IDH1/IDE/PDHB/NDUFAB1/NDUFS3/DHTKD1/SDHA/UQCRHL/NDUFV1/SLC25A23/CBFA2T3/TRPV4/DGUOK/NNT/FLCN/COA6
GO:0006338	GO:0006338	chromatin remodeling	422	0.213190759669129	1.23663336992666	0.063081695966908	0.355621893707226	0.316305952966956	7410	tags=56%, list=48%, signal=30%	IRF4/NFE2/TSPYL5/CECR2/ING4/AURKA/DIRAS3/ESR1/EEF1AKMT3/LOXL2/NAP1L2/NDN/BRCA2/OIP5/USP21/BICRAL/SIRT3/METTL21A/MIS18A/KMT5C/ZNF827/CHD1L/MIER2/METTL3/PRMT7/UBR2/UCHL5/KAT8/SIRT4/GLYR1/SETD3/SIRT7/KAT2A/SMARCAL1/LRIF1/DNAJC9/TET1/EED/EEF1AKMT1/BRCA1/GATA3/ZRANB3/BRPF3/SHPRH/SETD1B/CARM1/MCRS1/KDM1B/RBBP5/KCNQ1/BCL7C/HDAC5/MYD88/MCM2/GATAD2B/SUV39H1/DCAF13/PICK1/KDM3A/FAM47E/DPF1/TTI1/AXIN1/MTA3/BAZ1B/LMNB2/PCGF2/NAA60/DMAP1/BRD7/BRPF1/SNAI1/CHAF1B/SMYD2/RUVBL1/ZMPSTE24/NPM2/RNF8/GTF2B/SETDB2/ATF7IP/C6orf89/PRMT6/USP51/UBE2A/BRD1/PARP2/INO80E/KAT7/CABIN1/ZBTB1/SMARCE1/PRDM16/ATRX/PIK3CA/TRIM37/SSRP1/PHF1/BAHD1/BAP1/MEN1/DPF2/RSF1/KANSL1/MAP3K7/GRWD1/PAXIP1/BCOR/YEATS4/KANSL2/NPM3/ACTR5/NFRKB/SGF29/SRPK2/TET3/KAT14/SRCAP/MTA1/MPHOSPH8/DPY30/HDAC1/ACTR6/TAF6L/ITGB3BP/SAMD1/PPHLN1/BAZ2A/GTF3C4/TASP1/HDAC10/CHD7/PPM1D/DEK/RIOX1/DDX23/SETDB1/HLTF/BABAM1/PWWP2B/EZH1/UBN1/EHMT2/PCGF1/CHTOP/YY1/PCID2/ACTB/KDM3B/NPM1/RAD54B/KDM4B/HCFC2/MECP2/WBP2/PRMT2/HDAC6/KDM2A/NAP1L1/ASF1A/SETD4/MCM3AP/METTL22/TAF9/TP53/HPF1/SIRT6/RPS6KA4/PHF8/SETMAR/NRDE2/ZNF445/RNF168/BEND3/SKP1/RRP8/BCL6/UHRF1/HDGFL2/BMI1/EP400/HIRA/SMARCA4/SMARCA1/PCGF6/PRKAA1/HNRNPC/NAP1L4/SIN3A/NAP1L5/TSPYL1/CTR9/SLFN11/SMYD3/HNRNPU/FOXP3/DYRK1A/RIOX2/CENPP/NFAT5/SUDS3/DDB1/KAT5/PHC1/HDAC2/SIRT2/SART3/NAA50/NSD2/KMT5B/KAT6B/CHD4/RSBN1/SMCHD1/SF3B1/PCGF5/SATB2/HDGF/HDAC7/ANP32B/MEAF6/PRIMPOL/NSD3/BRD9/CHD9/HMGA1/SUPT5H/TPR/NOC2L/RBBP4/GATAD2A/COPRS/HUWE1/SMARCA2/EEF1AKMT2/TAF1
GO:0055008	GO:0055008	cardiac muscle tissue morphogenesis	49	-0.265871204142324	-1.33529721201296	0.0632735908261552	0.356049080437832	0.316685911873621	3696	tags=39%, list=24%, signal=30%	ZFPM2/RYR2/WNT2/NOG/COL11A1/TNNI1/MYL3/MYBPC3/FOXH1/FOXC2/ACTC1/PKP2/SMAD7/TNNC1/TCAP/LRP2/HEG1/MYLK2/BMP2
GO:0044272	GO:0044272	sulfur compound biosynthetic process	127	0.262908472857123	1.3474221737012	0.0633802816901408	0.356291362633633	0.316901408450704	4461	tags=38%, list=29%, signal=27%	B4GAT1/HS3ST2/CTH/BHMT2/CHST14/GGTLC1/MRI1/PDK2/B3GNT3/DSE/THTPA/GCDH/XYLT1/MTHFD1/ACSL5/PPT1/HS3ST5/DLAT/EXTL2/EXT2/ST3GAL2/DSEL/ST3GAL6/CHST6/PPCS/GGT1/GLCE/MPST/ST3GAL3/CSGALNACT2/HS2ST1/MAT2B/TM9SF2/ELOVL5/UGDH/PDHX/SLC25A1/TECR/TPK1/DIP2A/SLC35B2/TCF7L2/AKR1A1/MTAP/SLC25A19/MTRR/PDHB/CHPF
GO:0019081	GO:0019081	viral translation	17	0.459705777631921	1.50244839380261	0.0640243902439024	0.359190942861332	0.319480424263161	7644	tags=88%, list=50%, signal=44%	EIF2D/ATG5/PAIP1/DHX9/MCTS1/CSDE1/EIF3L/ATG12/EIF3D/EIF2AK4/EIF3F/PTBP1/PCBP2/EIF3G/TMPRSS2
GO:0006612	GO:0006612	protein targeting to membrane	101	0.27499039084742	1.34675561414252	0.0639606396063961	0.359190942861332	0.319480424263161	7014	tags=66%, list=46%, signal=36%	SLC1A1/CEMIP/ITGAM/VPS37C/ADORA1/GOLGA7B/VPS37D/ZDHHC6/TAOK2/GET4/UBL4A/ZDHHC24/SRP9/MIEF2/ZFAND2B/ICMT/FYN/PEX5/TRAM2/SEC61A2/LARGE1/ATG3/MFF/CDK5R1/CHM/ZDHHC9/PEX16/ARL6IP1/ITGB2/YIF1B/ZDHHC1/RTP4/CIB1/INPP5K/SRP72/ZDHHC4/ARL6/ZDHHC7/HSPA5/TRAM1/ZDHHC15/PEX26/SDCBP/AQP11/SSR1/ZDHHC12/BAG6/SSR2/ZDHHC11B/SIL1/SEC63/CHMP4B/GOLGA7/MYO1C/SEC61A1/PEX19/SRP54/SLC51B/SRPRB/SSR3/CHP1/VPS37A/SEC62/RABGEF1/ZDHHC21/PARD3/PRKCI
GO:0046596	GO:0046596	regulation of viral entry into host cell	37	0.358838292499988	1.42650619001942	0.0642857142857143	0.359935714285714	0.320142857142857	4496	tags=49%, list=29%, signal=35%	FCN1/TRIM11/SMPD1/TRIM59/HS3ST5/CD74/TRIM31/HLA-DRB1/TRIM68/LY6E/LGALS9/SNX3/PTX3/TRIM21/TRIM38/P4HB/TRIM25/TRIM26
GO:0006911	GO:0006911	phagocytosis, engulfment	37	0.358028424422429	1.42328668460462	0.0642857142857143	0.359935714285714	0.320142857142857	3839	tags=35%, list=25%, signal=26%	XKR8/ABCA1/ITGAM/XKR9/FCGR2B/BIN2/ALOX15/VAMP7/DOCK1/BECN1/RAB31/AIF1/ITGB2
GO:0051054	GO:0051054	positive regulation of DNA metabolic process	245	0.229152111238601	1.27453246313721	0.0643776824034335	0.3600905532236	0.320280577791307	4216	tags=31%, list=27%, signal=23%	OOEP/TOX/RFC4/CBX8/RFC5/XRCC1/EGF/PRIM2/DSCC1/FMN2/POT1/RAD51AP1/SLX4/MRGBP/MSH2/PTPRC/TMEM161A/KMT5C/TERF1/SLF2/HGF/UCHL5/SPIDR/MORF4L2/GFER/PKIB/NVL/BRCA1/ACD/BRPF3/RFC2/MCRS1/SHLD1/BCL7C/NABP2/TNKS/PML/WAS/BCAR3/MRNIP/DPF1/SMOC2/SPIRE2/RAD50/PARN/DMAP1/MAPK3/BRD7/PIAS4/HELQ/RUVBL1/NPM2/CCT7/RNF8/CCT8/INO80E/KAT7/STAT6/FBXO4/DHX9/SMARCE1/ATRX/NAF1/DPF2/CCNA2/WRAP53/SPIRE1/PAXIP1/DNA2/PARM1/YEATS4/PARP3/PARP1/MMS19/ACTR5/NFRKB
GO:1901293	GO:1901293	nucleoside phosphate biosynthetic process	221	0.234099598643315	1.28909609487894	0.0645514223194748	0.360702009547644	0.32082443428242	6611	tags=53%, list=43%, signal=31%	CDA/GUCY1B1/AK8/ADCY7/ADCY3/DTYMK/TK1/PANK4/QPRT/PPAT/DCK/PDK2/GCDH/FLAD1/AFMID/SLC52A3/MTHFD1/ACSL5/PPT1/PARP10/KYNU/UPRT/DLAT/HAAO/ATIC/ADA/PFAS/NME5/PARP16/AMPD3/DCAKD/DNAJC30/PPCS/SDHC/PID1/NAPRT/ME1/NDUFS2/PPCDC/PINK1/NMNAT2/ELOVL5/NDUFS8/PDHX/SLC25A1/CTPS1/LIPA/UQCC3/TECR/NME3/NMNAT1/PRPSAP1/UCK1/NME4/DIP2A/CTPS2/PARP1/UCKL1/TBPL1/ENO1/STOML2/NUDT12/NDUFA10/ADCY4/PDHB/NDUFAB1/RRM1/PRPS1/NOS3/NDUFS3/ELOVL1/SDHA/ADCY1/NDUFV1/DGUOK/FLCN/CAD/COASY/NPR1/DCTD/UPP1/HSD17B12/NDUFB1/PANK2/ACACB/VCP/GUCY1A1/AK1/PAICS/NDUFA5/PRPSAP2/ACSS2/NUDT2/RRM2/ATP5F1C/AK2/PARP9/COX11/NADSYN1/NDUFA8/DUT/ADK/SDHB/ADCY6/CMPK1/AK3/NDUFB5/NDUFB9/PPARA/TGFB1/PRKAG2/NME7/NMRK1/NADK2/PANK3/HPRT1/ATP5ME
GO:0010635	GO:0010635	regulation of mitochondrial fusion	11	0.505970028828802	1.47209209554926	0.0647149460708783	0.361255217398651	0.321316481987013	3159	tags=55%, list=21%, signal=43%	MUL1/ZDHHC6/BNIP3/PID1/PRKN/OMA1
GO:0034312	GO:0034312	diol biosynthetic process	19	-0.376505908829923	-1.4593279576091	0.0650027040375921	0.362500139349082	0.322423771023116	990	tags=26%, list=6%, signal=25%	ASAH2/ABCA2/ACER2/GCH1/SPTSSB
GO:1901379	GO:1901379	regulation of potassium ion transmembrane transport	65	-0.236995626425168	-1.3085950467341	0.0651302585374458	0.362850067215084	0.322735012454209	3660	tags=48%, list=24%, signal=37%	ANK2/CAV1/ATP1B2/NEDD4L/CASQ2/ACTN2/CAV3/KCNIP1/KCNE5/WNK4/GRP/RGS4/KCNIP4/DPP6/KCNS1/EDN3/OPRK1/KCNS2/LRRC55/GAL/LRRC26/OXSR1/KCNAB1/FXYD2/DPP10/NOS1AP/KCNC1/NEDD4/KCNE1/KCNIP2/KCNJ2
GO:0045815	GO:0045815	transcription initiation-coupled chromatin remodeling	25	0.405768688165796	1.48888544326768	0.065597667638484	0.364728243404043	0.324405546017527	4366	tags=48%, list=28%, signal=34%	USP21/GLYR1/SIRT7/RBBP5/FAM47E/BRD7/ZMPSTE24/KAT7/PIK3CA/MEN1/SGF29/DPY30
GO:0090141	GO:0090141	positive regulation of mitochondrial fission	17	0.455251430254949	1.4878903277795	0.0655487804878049	0.364728243404043	0.324405546017527	4624	tags=53%, list=30%, signal=37%	AURKA/MUL1/MIEF2/BNIP3/MFF/PRKN/PINK1/SPIRE1/DDHD2
GO:0046164	GO:0046164	alcohol catabolic process	27	0.398499233714662	1.48733167808647	0.0657894736842105	0.365431808688388	0.325031328320802	2974	tags=33%, list=19%, signal=27%	SRD5A3/CYP39A1/SULT1A2/SCARB1/ALDH1B1/SNX17/SULT1A1/ALDH3B2/TKFC
GO:0051445	GO:0051445	regulation of meiotic cell cycle	54	0.329548772735009	1.43614109692118	0.0660377358490566	0.366447257699572	0.325934513903173	2194	tags=26%, list=14%, signal=22%	OOEP/HORMAD1/ANAPC1/RAD51AP1/PLCB1/ANAPC7/ANAPC13/METTL3/PDE3A/CDC20/ANAPC4/DMRT1/CDC25B/CDC27
GO:0006767	GO:0006767	water-soluble vitamin metabolic process	51	0.330870869013798	1.43412613661485	0.0661268556005398	0.366578479710319	0.326051228604642	5121	tags=51%, list=33%, signal=34%	SLC52A1/PSAT1/ABCD4/SLC46A1/MMACHC/FPGS/THTPA/FLAD1/MMAA/SLC52A3/SLC52A2/DHFR/SLC5A6/RGN/PNPO/DHFR2/MMAB/SLC23A2/TPK1/AKR1A1/SLC25A19/MTRR/SLC2A3/PDXK/SHMT2/GCLC
GO:0046329	GO:0046329	negative regulation of JNK cascade	24	0.405883302290125	1.47157346523853	0.0662739322533137	0.366844148967465	0.326287526675831	4969	tags=50%, list=32%, signal=34%	AIDA/AMBP/NCOR1/PTPN22/TAOK3/PRKN/PINK1/MEN1/MARVELD3/SERPINB3/MAPK8IP1/ZNF675
GO:0051293	GO:0051293	establishment of spindle localization	47	0.336169676814468	1.42705989804625	0.0663058186738836	0.366844148967465	0.326287526675831	3334	tags=32%, list=22%, signal=25%	OOEP/MAD2L1/ANKFN1/FMN2/SPAG5/ENKD1/PLK1/LLGL2/SPDL1/KIF25/SPRY1/SPIRE2/NSFL1C/TLE6/MISP
GO:0051321	GO:0051321	meiotic cell cycle	215	0.233346669824245	1.27778007828497	0.0663716814159292	0.366846045654282	0.326289213673571	2938	tags=24%, list=19%, signal=20%	OOEP/CENPS/SYCE3/HORMAD1/AURKA/TEX14/MCMDC2/NCAPD2/ANAPC1/BRCA2/FMN2/TUBG1/PSMC3IP/RAD51AP1/SLX4/SMC4/PLCB1/RAD51D/NUF2/SMC1B/ANAPC7/ANAPC13/TERF1/METTL3/PDE3A/RBBP8/TUBGCP4/CDC20/UBR2/KLHDC3/MASTL/SYCE2/ANAPC4/TUBGCP3/SIRT7/PLK1/P3H4/TUBG2/DMRT1/CDC25B/FIGNL1/CDC27/MARF1/TDRKH/NCAPH/DCAF13/STAG2/SPIRE2/RPS6KA2/RAD50/CENPX/MEI1
GO:0006304	GO:0006304	DNA modification	71	0.300548153898158	1.37280698966669	0.0664928292046936	0.367153205835384	0.326562415620685	6144	tags=54%, list=40%, signal=32%	TOX/NEIL1/MIS18A/EXOSC5/TET1/GATA3/APOBEC3G/APEX1/ALKBH4/ALKBH1/ZMPSTE24/ATF7IP/PARP2/APOBEC3F/ATRX/PARP3/PARP1/TET3/MPHOSPH8/MTRR/APOBEC3H/EXOSC3/BAZ2A/MUTYH/UNG/PPM1D/HEMK1/SMUG1/USP9X/EHMT2/ASCC1/NTHL1/STPG1/MECP2/GRHL2/MPG/BEND3/BMI1
GO:1902042	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	25	0.404931706264214	1.48581430888524	0.0670553935860058	0.369086908690869	0.328282337074572	2338	tags=28%, list=15%, signal=24%	BMP5/FAIM2/HMOX1/SFRP2/HGF/BRCA1/SERPINE1
GO:0045579	GO:0045579	positive regulation of B cell differentiation	12	0.491250882187984	1.47577015306854	0.0670731707317073	0.369086908690869	0.328282337074572	2940	tags=42%, list=19%, signal=34%	BTK/INPP5D/STAT5B/IL7/BAD
GO:0006953	GO:0006953	acute-phase response	34	-0.296045879981265	-1.39242665165805	0.0669912125798303	0.369086908690869	0.328282337074572	1361	tags=24%, list=9%, signal=21%	ITIH4/IL1A/PTGS2/SAA1/EDNRB/IL6/ORM2/SAA4
GO:0009165	GO:0009165	nucleotide biosynthetic process	219	0.233603593853577	1.28441473021192	0.0671067106710671	0.369086908690869	0.328282337074572	6611	tags=53%, list=43%, signal=31%	CDA/GUCY1B1/AK8/ADCY7/ADCY3/DTYMK/PANK4/QPRT/PPAT/DCK/PDK2/GCDH/FLAD1/AFMID/SLC52A3/MTHFD1/ACSL5/PPT1/PARP10/KYNU/UPRT/DLAT/HAAO/ATIC/ADA/PFAS/NME5/PARP16/AMPD3/DCAKD/DNAJC30/PPCS/SDHC/PID1/NAPRT/ME1/NDUFS2/PPCDC/PINK1/NMNAT2/ELOVL5/NDUFS8/PDHX/SLC25A1/CTPS1/LIPA/UQCC3/TECR/NME3/NMNAT1/PRPSAP1/UCK1/NME4/DIP2A/CTPS2/PARP1/UCKL1/TBPL1/ENO1/STOML2/NUDT12/NDUFA10/ADCY4/PDHB/NDUFAB1/RRM1/PRPS1/NOS3/NDUFS3/ELOVL1/SDHA/ADCY1/NDUFV1/DGUOK/FLCN/CAD/COASY/NPR1/DCTD/UPP1/HSD17B12/NDUFB1/PANK2/ACACB/VCP/GUCY1A1/AK1/PAICS/NDUFA5/PRPSAP2/ACSS2/NUDT2/RRM2/ATP5F1C/AK2/PARP9/COX11/NADSYN1/NDUFA8/DUT/ADK/SDHB/ADCY6/CMPK1/AK3/NDUFB5/NDUFB9/PPARA/TGFB1/PRKAG2/NME7/NMRK1/NADK2/PANK3/HPRT1/ATP5ME
GO:0022602	GO:0022602	ovulation cycle process	37	-0.300586158852164	-1.45266316024275	0.0672079197168334	0.369280807158538	0.328454799008666	1426	tags=24%, list=9%, signal=22%	CASP2/NPR2/CHRNA7/SIRT1/EREG/BMPR1B/ROBO2/INHBA/SLIT3
GO:0034614	GO:0034614	cellular response to reactive oxygen species	123	0.264685488045414	1.34911244255313	0.0673758865248227	0.369826891340852	0.328940510605008	3471	tags=29%, list=23%, signal=23%	RIPK3/PDGFD/MAPK13/PEX12/CBX8/BTK/PPARGC1B/ABL1/NQO1/AIFM1/MMP9/PDK2/ANKZF1/FBLN5/HGF/PKD2/DHFR/PEX2/SRC/FANCC/ATP7A/FYN/PEX5/PEX10/BNIP3/PLEKHA1/BECN1/MAPK9/MMP2/PCGF2/PRDX3/MAPK3/PINK1/ZNF580/TRAP1/STAT6
GO:0034655	GO:0034655	nucleobase-containing compound catabolic process	328	0.221419823187094	1.26577516836732	0.0674394099051633	0.369826891340852	0.328940510605008	4718	tags=34%, list=31%, signal=24%	DNASE1L1/CDA/CECR2/ABCD1/ENTPD2/NUDT17/PLEKHN1/FASTKD1/ERN2/DXO/FASTKD5/DNASE1/DFFB/AIFM1/NUDT18/SMPDL3A/NEIL1/AXIN2/DNASE2/EXOSC2/NT5E/EDC3/TRAF5/METTL3/EXOSC5/PDE4B/ENPP3/IGF2BP3/ENTPD1/DIS3L/RNASEH2A/NOCT/RNASEL/ENTPD3/DDX49/APOBEC3G/UPF3B/PPP1R8/ENTPD6/ADA/TTC5/LSM2/NT5C3B/FASTK/ENTPD5/DCTPP1/FITM2/MYD88/APEX1/AMPD3/SMG9/NUDT19/RGN/E2F1/MGAT1/PAIP1/VPS54/RNASE6/RNASEH1/PARN/LARP1/RIDA/ELAC2/GRSF1/SLFN12/DHX34/GSPT2/TYMP/SUCLG1/PELO/LSM1/ZCCHC7/TOB1/CNOT11/PHAX/DICER1/RNASET2/DHX9/APOBEC3F/PKP3/NAF1/TRAF3IP2/CNOT7/FASTKD3/CNOT8/SLFN13/POLR2G/NMNAT1/CELF1/DNA2/NUDT15/PNRC2/UPF3A/NUDT12/MRTO4/HSPA1A/SMG8/PCBP4/OAS2/ALKBH5/FBH1/APOBEC3H/CNP/SMG6/NT5C/TARDBP/EXOSC3/DPYS/ZC3H18/FUS/FHIT/UNG
GO:0048524	GO:0048524	positive regulation of viral process	56	0.322460768811772	1.41277812865695	0.0675675675675676	0.370167133865764	0.329243137462316	4319	tags=41%, list=28%, signal=30%	TRIM11/TARBP2/SMPD1/PPIH/CD74/HLA-DRB1/TMEM250/PPID/LGALS9/ATG5/TYRO3/LARP1/DHX9/CNOT7/HACD3/KPNA6/RSF1/TRIM21/RAB7A/TRIM38/P4HB/SRPK2/VPS4A
