p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TNFSF12	0.0082591613675035	0.773075491869469	0.18	0.097	1
CSF2RA	0.00826929948155108	3.17267532640148	0.057	0.006	1
TMEM52	0.00829178378233282	2.9422958303028	0.044	0	1
COL8A2	0.00829178378233282	3.16623353636029	0.044	0	1
LINC00853	0.00829178378233282	3.60341572211058	0.044	0	1
AL357055.3	0.00829178378233282	3.54340752214125	0.044	0	1
CAPN9	0.00829178378233282	4.03390438615264	0.044	0	1
AC099509.1	0.00829178378233282	3.17584414549555	0.044	0	1
AC034213.1	0.00829178378233282	2.873504103632	0.044	0	1
IRF4	0.00829178378233282	4.04761413766358	0.044	0	1
MNX1-AS1	0.00829178378233282	2.48285253281339	0.044	0	1
FGL1	0.00829178378233282	3.6232803220079	0.044	0	1
PRRX2	0.00829178378233282	3.31890178967809	0.044	0	1
BCL2L14	0.00829178378233282	3.55058465038799	0.044	0	1
AL355916.1	0.00829178378233282	3.1955504901524	0.044	0	1
HCK	0.00829178378233282	4.04764408095896	0.044	0	1
CDKN1C	0.00830124878314708	-0.938690219684303	0.057	0.129	1
HSD11B2	0.00830303525265433	2.79379295946745	0.079	0.019	1
ZBTB11-AS1	0.00831399747083087	3.5153084498428	0.057	0.006	1
RAB3A	0.00831399747083087	3.19883248871116	0.057	0.006	1
AC025154.2	0.0083322544928941	0.381711741216432	0.131	0.239	1
AC009506.1	0.00833315473952019	2.83104236215137	0.068	0.013	1
CRYBG1	0.00834800350562291	-0.838797826745857	0.093	0.181	1
AC023509.2	0.00834997192345011	2.10921267567222	0.09	0.026	1
SYF2	0.00836031523915784	0.633438904806471	0.497	0.458	1
TBCEL	0.00836335078081869	-1.35087500051088	0.019	0.065	1
DHPS	0.00836915218088563	0.473576052720552	0.328	0.239	1
DIRAS3	0.00837828106148807	3.21140358433845	0.079	0.019	1
COA1	0.00838277147062524	1.02260722572386	0.254	0.168	1
ITGA2	0.00843681389726334	-0.263605073159824	0.112	0.2	1
URB2	0.00845672785699645	-2.50292856400879	0.03	0.084	1
ETF1	0.00846555293613257	-0.33380390271701	0.292	0.439	1
KPNA4	0.00848041798170436	-0.547137317745088	0.164	0.284	1
NCBP2	0.00848546399269441	0.496312389381322	0.355	0.271	1
CES1	0.00848642384193009	1.5751987700167	0.295	0.206	1
PSMD8	0.00851399170000778	0.45438755574851	0.516	0.458	1
DDX47	0.00851758740075787	-2.85655739034491	0.019	0.065	1
AP001160.1	0.00853902598132429	3.55127475067673	0.068	0.013	1
TIGD1	0.00854074575809559	2.57472237401871	0.057	0.006	1
RAN	0.00854565047146948	0.518994944392581	0.628	0.587	1
DNAJC7	0.00856862879534436	1.19561537233101	0.306	0.226	1
CCS	0.00857379869560676	1.1994062307132	0.317	0.239	1
PRKAG2	0.00857557765731335	0.771445909506306	0.131	0.245	1
RABGAP1	0.00858470439533078	0.501017090741173	0.126	0.226	1
TNFAIP2	0.00858951596732399	-0.91894129600501	0.161	0.258	1
CDK6	0.0085929320870713	0.265275081342432	0.066	0.142	1
RALB	0.00860852298762166	1.65550928829257	0.169	0.084	1
CCDC124	0.00861195100665024	1.03702119514178	0.347	0.265	1
KCNAB2	0.00862181983189385	0.555946831741879	0.019	0.065	1
CYB5D1	0.00862831023930734	2.65658612075246	0.117	0.045	1
GPX3	0.00863961205095999	1.17578141892485	0.306	0.226	1
AMN1	0.00864646798854955	2.38637819080808	0.079	0.019	1
DNTTIP2	0.008651072165027	0.260331748712786	0.216	0.355	1
MED8	0.00865188249602995	2.26841701062137	0.246	0.161	1
PPIE	0.00865356238401665	0.643481604291148	0.301	0.213	1
KIAA1324L	0.00867943382539032	2.63992742088572	0.057	0.006	1
PYGO2	0.00869087996782662	2.55354203390839	0.126	0.052	1
EIF3J-DT	0.0087012998236723	2.37730359815385	0.134	0.058	1
PEX16	0.00871082108460327	1.52225744296689	0.224	0.142	1
RHOT1	0.00871234269410148	0.406181818144542	0.224	0.135	1
PSMC6	0.00872283590569628	1.16531276803443	0.423	0.381	1
ACOT8	0.00876103906382289	1.73895072628331	0.134	0.058	1
NRGN	0.00876786357440749	-0.407444791341888	0.161	0.071	1
TMEM116	0.00876786357440749	1.74789698143581	0.158	0.077	1
ADRA2A	0.00877433724178742	-2.03371381384374	0.046	0.11	1
CLUAP1	0.00877441702354	0.254184381329459	0.232	0.142	1
MYO1F	0.00879206588883227	3.65688981708987	0.068	0.013	1
NME7	0.00880691858688779	0.759796827188083	0.186	0.103	1
CD96	0.00881136681069284	1.08322925065358	0.101	0.032	1
MARC2	0.00883880804674686	0.700990649544411	0.205	0.123	1
EXOSC5	0.00886343778746559	2.18212542270191	0.205	0.123	1
EMC10	0.0088644814879701	0.978072626782125	0.413	0.368	1
MICALL2	0.00888405764206056	1.0976829597143	0.164	0.084	1
SLC38A1	0.00890328129372419	1.75438076127804	0.249	0.168	1
GSDMB	0.00891535683401877	2.30435992583489	0.115	0.045	1
INSR	0.00891805377731413	-0.59311871829949	0.363	0.465	1
PPP3CB	0.00892902845362426	0.579018865342937	0.175	0.09	1
MESP1	0.00894949139364721	2.11979953053125	0.221	0.135	1
RSU1	0.00896126855468738	0.388425230797496	0.276	0.187	1
ATP6V1C1	0.00896506812993763	0.853243324922568	0.202	0.116	1
AC007405.3	0.00896674731473311	2.21922158332563	0.164	0.084	1
HECTD2	0.00899567047731548	0.746953409535406	0.019	0.065	1
PNRC2	0.009010814967438	1.24641796505913	0.462	0.426	1
PRPSAP1	0.00905013369206287	1.30761574183993	0.197	0.11	1
GNPTG	0.00905756036819284	0.697560473347455	0.276	0.2	1
NR2C2AP	0.00911928547652342	0.833499377019693	0.186	0.097	1
SERPINF2	0.00914294134762642	1.42008780688493	0.224	0.135	1
CCDC120	0.00916284276839728	-0.777806207234149	0.038	0.097	1
TNFRSF18	0.0091649586081095	1.78121264112219	0.079	0.019	1
DNAL4	0.0091775820838884	0.745293283622634	0.178	0.09	1
HAS3	0.00919477069739303	2.15607879029792	0.126	0.052	1
COMMD7	0.00920550495459879	1.16059661558776	0.295	0.219	1
ZBTB25	0.00920713942007844	1.33428332671618	0.142	0.065	1
MAP1S	0.00921951263687991	-0.354904537114426	0.145	0.252	1
CLTB	0.00922287087454362	0.713363951990794	0.484	0.458	1
ST8SIA4	0.00924239689087337	0.495636631622282	0.09	0.181	1
KDM5B	0.00924254161152635	-0.434637756561851	0.164	0.271	1
HIPK2	0.00924481716017222	0.479847926505803	0.156	0.271	1
ING3	0.00925404490919308	-0.571213780096588	0.074	0.155	1
DYNLRB1	0.00926672605875898	0.526000206605746	0.607	0.568	1
LYNX1	0.00927568486854966	-0.829391497698465	0.03	0.084	1
MTA3	0.00932487877083226	1.58889927908042	0.213	0.129	1
MGST2	0.0093492801962006	0.786421062398439	0.415	0.348	1
IGHA1	0.0093736915194961	1.06487597852172	0.549	0.529	1
KBTBD4	0.00937736815877327	1.87671725413636	0.098	0.032	1
KLHL18	0.00937938758131102	-0.360901257609383	0.038	0.097	1
COL9A2	0.00940365089713309	2.02614195915157	0.21	0.129	1
EPN1	0.00941176299175744	1.34977470384205	0.309	0.219	1
C4BPB	0.00941980949385874	-1.71180899948617	0.016	0.058	1
DNM1L	0.00943328019334262	0.679100346703756	0.115	0.213	1
RBM42	0.00943798001590315	0.727219185937098	0.374	0.303	1
CELF1	0.00945847249417697	1.30824973354139	0.374	0.303	1
SFXN3	0.00947484884136592	2.42191866144189	0.134	0.058	1
INTS11	0.00949681469144367	1.05594673129157	0.303	0.226	1
INTS7	0.00950047703401137	3.33173347921793	0.107	0.039	1
C7orf26	0.00953579582386048	0.673346324348489	0.164	0.084	1
GMPR2	0.00954632757856499	0.829179670214452	0.298	0.219	1
KPNB1	0.00956132251221133	0.731071158095355	0.434	0.374	1
MRPL33	0.00958771532989863	0.519726788430455	0.563	0.523	1
EPHX2	0.00959584551470618	1.34306099328831	0.183	0.103	1
SPACA9	0.00960315579025474	2.34071837334795	0.098	0.032	1
GOLGA7B	0.00961061937320523	2.42092332349304	0.087	0.026	1
MFSD13A	0.00961061937320523	2.92688663510646	0.087	0.026	1
POLR3H	0.0096305437289844	0.791751668919083	0.23	0.135	1
RHBDD1	0.00964525948810604	-1.20218988490545	0.038	0.097	1
PLEKHG4B	0.00966185668940215	1.02846910979162	0.03	0.084	1
WNT4	0.00966359942912396	-0.741750710110718	0.016	0.058	1
HRH1	0.00968461387170631	-1.83850859744724	0.036	0.09	1
SLMAP	0.00968574413132227	0.294986474160788	0.131	0.239	1
MDFIC	0.00969021884986485	0.611352408486774	0.038	0.097	1
TATDN2	0.00970791813757937	-1.53899210515529	0.027	0.077	1
CCDC28A	0.00971305450382116	1.77433577358926	0.273	0.194	1
IRF7	0.00971730142301303	2.22886056511527	0.208	0.129	1
CHMP4B	0.00972091684777036	0.828330164170799	0.555	0.497	1
C19orf47	0.00972541904142942	-0.320342169753591	0.016	0.058	1
RMDN3	0.00973192140613388	0.969966577089448	0.27	0.194	1
PCMT1	0.00976083013003549	1.49256436984621	0.38	0.335	1
RAB38	0.00976786813973894	2.33032038073541	0.131	0.058	1
NRARP	0.00978759089332675	-0.420674716669332	0.016	0.058	1
FAM13A	0.0098016864523618	-0.691129385283259	0.32	0.419	1
C5orf38	0.00980321904340285	0.803976422420625	0.328	0.239	1
TAF6	0.00981905848894964	1.73868971854773	0.148	0.071	1
CD58	0.00985571945310242	1.78963973626679	0.197	0.116	1
GSAP	0.00989817595337907	-0.65518667794258	0.156	0.265	1
SMARCA5	0.00990736216557675	-0.344879899353889	0.246	0.374	1
MED22	0.00991570365214389	-1.27685572511717	0.027	0.077	1
GUCY1B1	0.00993222194614959	3.85575855349114	0.077	0.019	1
ECI2	0.00994265421390812	0.885266614336121	0.402	0.355	1
LARP1B	0.00995283996932325	-0.449008378277914	0.167	0.284	1
ATG4A	0.00997044481759757	0.324951136332408	0.153	0.071	1
ZXDB	0.0099762369685222	-1.24015744173494	0.016	0.058	1
PSMC2	0.00997761207935268	1.16540677786487	0.336	0.265	1
ZCCHC10	0.00997799680729051	1.77506992910957	0.328	0.258	1
ME2	0.0100224981752103	0.707489222597152	0.139	0.252	1
SYTL5	0.0100398348921754	-1.01574878024937	0.016	0.058	1
FKBP10	0.0100398348921754	-1.54230458745514	0.016	0.058	1
EPM2AIP1	0.0100515819160026	0.442490166519558	0.153	0.265	1
QTRT1	0.0100604947149852	0.857689757972594	0.265	0.181	1
FBXO25	0.0100680661772106	1.41418107434745	0.281	0.206	1
NDUFA2	0.0100714850409774	0.639429186171661	0.566	0.523	1
CCR7	0.010126232360293	3.49051119900427	0.055	0.006	1
ARPC1A	0.0101311970350244	0.429592154082101	0.47	0.426	1
FBRSL1	0.0101321511513494	0.476023491479998	0.071	0.148	1
MAP4	0.0101505248605932	1.04818817689077	0.12	0.219	1
ALDH3A2	0.0101556077122682	0.579268651691077	0.448	0.355	1
CCDC170	0.0101681149593174	-1.13209698033331	0.016	0.058	1
LGR4	0.0101704008653304	1.47377389580349	0.107	0.039	1
GATB	0.0101809962022051	3.59398213349547	0.055	0.006	1
GCNT3	0.0101809962022051	3.54834952034224	0.055	0.006	1
AP1G2	0.010211363429993	0.84580092509973	0.27	0.187	1
KTI12	0.0102177894041179	2.715410513301	0.096	0.032	1
TPR	0.0102207604528432	0.620956309206926	0.454	0.387	1
C4orf19	0.010228464755304	2.05945397304468	0.153	0.077	1
ACOX1	0.0102297962087053	1.45607489218119	0.23	0.148	1
SC5D	0.0102386500014494	-0.288015344281003	0.137	0.245	1
AP2A1	0.0102610063222053	1.39470534993367	0.164	0.084	1
HSPD1	0.0102834996386992	0.375384976937355	0.601	0.581	1
ADSS	0.0102836857505002	1.0604231070409	0.372	0.29	1
ATXN7	0.0102978522616161	-0.769339766548488	0.016	0.058	1
VPS4A	0.0103400679577225	1.2097990980035	0.306	0.226	1
PLXND1	0.0103412276522868	0.917743416718436	0.21	0.129	1
COL4A5	0.0103431969317485	-1.95612272066576	0.027	0.077	1
CHMP3	0.0103504185356954	0.989863337247871	0.492	0.452	1
SCGB3A2	0.0103515576790568	-1.42003456406877	0.817	0.768	1
C11orf96	0.0103529869706934	-0.887142898260107	0.082	0.155	1
GSR	0.0103686812698493	-0.264555781057771	0.098	0.187	1
CFD	0.0103815245756701	1.44156259152659	0.221	0.129	1
DNAJB2	0.0103850034342019	0.410907767603519	0.287	0.194	1
UBN1	0.0104221606927148	1.07494276848602	0.183	0.097	1
PTPN2	0.0104352678999311	-0.62646788306224	0.281	0.406	1
BIVM	0.0104624743678572	2.54464524400685	0.104	0.039	1
CALCOCO2	0.0104643958414565	1.45980285247593	0.393	0.329	1
GMNN	0.0104870765738077	-0.769808682591859	0.197	0.31	1
CISH	0.01049070507112	1.04933062796736	0.328	0.245	1
C1orf21	0.0105049195351761	1.67142103672753	0.314	0.239	1
NDUFAF6	0.0105066140657838	1.66709295999138	0.213	0.135	1
HDAC1	0.0105259915005079	1.1914709167101	0.339	0.258	1
SLK	0.0105331373839705	-0.36121150673864	0.191	0.31	1
TBC1D2	0.0105415782369299	1.95553471442703	0.243	0.168	1
C3orf52	0.0105422267570414	-0.618360382547011	0.063	0.135	1
ZNF121	0.0105515944029118	0.814377399095931	0.096	0.187	1
MAN2B1	0.0105748410036517	2.31499828622728	0.077	0.019	1
DCTN6	0.0105761005200949	1.24291810787622	0.369	0.31	1
LRRC36	0.010589543066437	2.32200313614752	0.096	0.032	1
PQLC1	0.0105934372779455	0.311705449570363	0.112	0.206	1
ANKRD11	0.0106111028932784	-0.787631197985324	0.257	0.394	1
USP43	0.0106142921387915	2.83856119217236	0.066	0.013	1
PLEKHF1	0.0106195228561518	0.929778156608568	0.145	0.071	1
SLC41A2	0.0106231571924361	-1.13229253203358	0.082	0.161	1
MAPK15	0.0106253727548799	1.09145897385801	0.087	0.026	1
AL353622.1	0.0106622585298441	3.10432678661893	0.041	0	1
HIPK1-AS1	0.0106622585298441	2.30670059887046	0.041	0	1
C2CD6	0.0106622585298441	3.78169051370666	0.041	0	1
ATXN7L1	0.0106622585298441	2.79196856961677	0.041	0	1
OSR2	0.0106622585298441	4.00527202578691	0.041	0	1
ABCA1	0.0106622585298441	3.29608850029267	0.041	0	1
AMBP	0.0106622585298441	2.73541402930185	0.041	0	1
LINC00543	0.0106622585298441	2.7070574526531	0.041	0	1
AHNAK2	0.0106622585298441	4.03855808348426	0.041	0	1
NOXO1	0.0106622585298441	2.88006982869608	0.041	0	1
CPNE7	0.0106622585298441	2.62245375756382	0.041	0	1
AC009283.1	0.0106622585298441	2.84329663351622	0.041	0	1
CECR2	0.0106622585298441	3.5873449245493	0.041	0	1
ELFN2	0.0106622585298441	2.99791431356529	0.041	0	1
TUFT1	0.010675020156285	1.77394164949839	0.123	0.052	1
NUP214	0.010732935435468	-0.768934623007452	0.082	0.161	1
B9D1	0.0107565849017688	2.05948012604066	0.139	0.065	1
ZNF207	0.0107823820761342	0.3036128293025	0.492	0.439	1
EHMT1	0.0108056992380166	-1.21212685145182	0.115	0.206	1
LSM3	0.0108181134536456	-0.792797612493368	0.377	0.497	1
PRPSAP2	0.0108286906481577	0.906530362731037	0.26	0.181	1
CCDC80	0.0108436660184864	0.37627109943424	0.027	0.077	1
CPM	0.0108784065232282	1.10477254647742	0.41	0.316	1
TUBA1B	0.0108853965343994	0.438831444069466	0.68	0.658	1
PIGV	0.0109002772114084	2.84148027464976	0.112	0.045	1
ABCF1	0.010917013986428	-0.598295229900009	0.287	0.432	1
ZNF480	0.0109266569988788	-0.911161565409722	0.038	0.097	1
STK31	0.0109270103954159	3.11090209789936	0.066	0.013	1
CLCF1	0.0109387033202027	-0.666853142052795	0.044	0.103	1
DHX9	0.0109460364201675	1.40730582141194	0.369	0.297	1
ZNF668	0.0109584268156966	2.2399206737209	0.077	0.019	1
CCDC82	0.0110221457892046	-1.3547703022384	0.117	0.213	1
WDR45	0.0110395722928245	0.261987450195935	0.265	0.181	1
CRY1	0.0110598429942964	-1.46933717974333	0.087	0.168	1
FAM96A	0.0111021198732816	1.40290094293558	0.265	0.187	1
SPOP	0.0111529193710447	0.496926761612642	0.352	0.271	1
RANBP10	0.0111674477127161	-1.76339150346331	0.014	0.052	1
LINC01644	0.0111891594362972	-0.894078282749025	0.027	0.077	1
NMB	0.0111912010910856	1.69924351255963	0.148	0.071	1
TOLLIP-AS1	0.0111938355011536	2.26512649010171	0.066	0.013	1
RAD9A	0.0112098215745762	1.30689975428021	0.115	0.045	1
C9orf3	0.0112110568424399	-0.26461822053524	0.219	0.348	1
NPAT	0.011213689391878	0.797506605481684	0.046	0.11	1
NUP50	0.0112692104780298	-0.523128763975208	0.115	0.206	1
LINC01671	0.0112728197819182	-1.12283889859079	0.055	0.006	1
CWF19L2	0.0112865115593926	-0.557389179662624	0.117	0.213	1
TM7SF3	0.0113032891331594	0.404661210078444	0.374	0.284	1
TMEM176B	0.0113392458282952	0.841445805293224	0.208	0.129	1
DRG2	0.0113480461590458	1.89499251189817	0.216	0.135	1
BEND5	0.0113481384423231	-0.64890218430283	0.052	0.116	1
TSTD2	0.0113481384423231	-0.416395092091067	0.052	0.116	1
SRP68	0.0113530908749422	0.311586743357494	0.32	0.239	1
EIF4EBP1	0.0113534764770925	0.317193105076844	0.169	0.09	1
PSORS1C1	0.0113634593167433	2.07753058963375	0.123	0.052	1
AC013264.1	0.0113949766559208	-1.76928693431614	0.014	0.052	1
NSG1	0.0113949766559208	-2.00297842146565	0.014	0.052	1
SSR3	0.0114154762932013	0.699097922806374	0.53	0.497	1
CCDC167	0.0114641697306735	0.593023121254504	0.178	0.097	1
TMX1	0.011472531398875	1.00253968116469	0.279	0.2	1
RRP9	0.0114876859975809	-1.40750784115028	0.052	0.116	1
LINC00667	0.0114935462203691	1.16515142886445	0.24	0.155	1
H2AFV	0.0115123214690098	0.780630028675279	0.454	0.406	1
RAB34	0.0115127716909811	0.614921054278363	0.377	0.31	1
CC2D1A	0.0115206643141947	2.51286952642993	0.186	0.11	1
UFM1	0.0115319577035689	0.255958831091844	0.257	0.4	1
TDRKH	0.0115426519451608	1.71033223728293	0.087	0.026	1
LINC01569	0.0115807449230856	3.22722467112259	0.085	0.026	1
RCOR1	0.011594630388563	0.78856629133052	0.077	0.155	1
RBBP6	0.011596084916625	0.738131426979763	0.423	0.374	1
SNX2	0.0116184538112474	0.54503178560735	0.361	0.277	1
VDR	0.0116403488842281	3.15715316116491	0.096	0.032	1
ERI3	0.0116436012904939	1.32731331247775	0.29	0.219	1
NHP2	0.0116482856016449	0.351392737764847	0.497	0.465	1
TMEM126B	0.0116754611795596	1.70753582976972	0.298	0.219	1
AL360012.1	0.0117047461818442	-1.81592331939043	0.014	0.052	1
EME2	0.0117047461818442	-2.464181871817	0.014	0.052	1
RPL18A	0.0117279011102373	-0.326606404139581	0.907	0.91	1
LRRC23	0.0117304708976242	1.18877034994307	0.224	0.142	1
MAT2B	0.0117507596933074	1.48348857215071	0.257	0.174	1
ARSD	0.0118415598203202	1.24965375396214	0.369	0.31	1
IKBKG	0.0118423364587309	1.6506901550732	0.213	0.129	1
PCSK7	0.0118538309753059	-1.12502411628662	0.109	0.2	1
FAXDC2	0.0118579613197506	1.44692988813659	0.066	0.013	1
ZNF354C	0.0118624143535769	-1.19896772873658	0.014	0.052	1
AC015802.6	0.0118624143535769	-2.22186565857152	0.014	0.052	1
SIRT7	0.0118674406543407	2.00656206730019	0.208	0.129	1
KEAP1	0.0118722591009014	1.25793950280685	0.276	0.206	1
ZBTB10	0.0118849201394561	0.69827872263311	0.079	0.155	1
ADRM1	0.0119278317310694	0.513686067667823	0.44	0.381	1
TIMM50	0.0119456654586919	1.43639728155692	0.251	0.174	1
ACOT4	0.0119719831830338	1.62234353390979	0.066	0.013	1
PNPLA4	0.0120270030692979	0.325923879990795	0.251	0.168	1
IRAK1	0.0120399293339494	0.925459961526296	0.178	0.097	1
WDPCP	0.0120505686125635	-1.719472961944	0.036	0.09	1
TRAF5	0.0120869784198798	2.20130601831766	0.128	0.058	1
ZNF670	0.0121024484308969	-3.14073199353853	0.014	0.052	1
C2orf74	0.012104471407424	3.108445023921	0.112	0.045	1
PFKP	0.0121079616161865	-0.810004976313937	0.148	0.245	1
TMEM199	0.0121084961063752	2.03860581064835	0.175	0.097	1
SF3B4	0.0121315050456633	0.960449529619372	0.333	0.252	1
DHRS7B	0.0121392795987666	0.57979155301675	0.276	0.194	1
TMEM68	0.0121515287932722	2.0125305797248	0.216	0.135	1
DDX60	0.0121587309456218	-0.340148086294408	0.027	0.077	1
MDH1	0.0121662193467911	0.730792282273541	0.44	0.394	1
RPS19	0.0121774702436093	-0.301764420793528	0.923	0.942	1
PPIP5K1	0.0121834110392804	-1.11219507444113	0.014	0.052	1
RTTN	0.0121834110392804	-1.10748768145214	0.014	0.052	1
CD93	0.0121834110392804	-0.319055362152338	0.014	0.052	1
AC104031.1	0.0122029466884243	2.37166901005443	0.066	0.013	1
UACA	0.0122217300949581	1.1875123352272	0.027	0.077	1
PPID	0.0122564727827488	1.75525355936709	0.164	0.084	1
SLC9A3R1	0.0122582458124943	2.04710778304861	0.219	0.142	1
CNPY3	0.0122698723074814	0.3833568611176	0.281	0.194	1
SERTAD1	0.0122813517090946	-0.468106025218047	0.339	0.471	1
ZC2HC1A	0.0122966984564834	-1.37338007285722	0.096	0.174	1
F12	0.0123199022624452	1.78307892812028	0.066	0.013	1
SVIL	0.0123294891555252	0.337492813583671	0.202	0.323	1
KANSL1L	0.0123424819210857	2.90465575914051	0.169	0.097	1
QSER1	0.0123431536136178	-0.51209802175357	0.057	0.123	1
LARS2	0.0123467773806316	-0.893190147865283	0.014	0.052	1
SEPT1	0.0123881017497859	1.62574221595689	0.115	0.045	1
STX6	0.0124061260419536	0.564221455586039	0.161	0.084	1
DCAF12	0.0124290857101285	1.94670530281116	0.246	0.168	1
THTPA	0.0124322643544639	2.2086470046315	0.137	0.065	1
FGD4	0.012440151364777	1.08737837087595	0.191	0.11	1
CPSF3	0.0124739073125815	2.60305339452337	0.199	0.123	1
FZD1	0.0124751172167045	2.10597772705862	0.153	0.077	1
ETAA1	0.0124854961226993	1.88430512308327	0.104	0.039	1
VPS45	0.0124952043489703	2.0236331177745	0.172	0.097	1
ZNF649	0.0125120811720968	-0.836255416642804	0.014	0.052	1
MOB2	0.0125491551086696	1.11469296876234	0.24	0.155	1
GRWD1	0.0125690875863734	1.32292169682198	0.178	0.097	1
BORCS6	0.0125840386437622	2.6782511000186	0.085	0.026	1
RFC4	0.0125869778421365	3.16787276794149	0.074	0.019	1
DIP2C	0.0126281224008719	-1.57643256181548	0.036	0.09	1
SBF2-AS1	0.0126361647158249	2.00554149492681	0.085	0.026	1
BABAM2	0.0126446848481725	0.684336235148508	0.27	0.181	1
EVI2B	0.0126544205324928	1.41382276033917	0.115	0.045	1
CBL	0.0126731203416141	-2.24476929115549	0.025	0.071	1
VAMP8	0.0126882197291797	0.404564115891638	0.732	0.716	1
